"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 19, 2020","99.597","99.315","99.620","99.275","14.00K","0.27%"
"Feb 18, 2020","99.333","99.100","99.375","99.030","13.76K","0.33%"
"Feb 17, 2020","99.003","99.030","99.095","98.935","3.91K","0.00%"
"Feb 14, 2020","99.003","98.995","99.045","98.875","16.18K","0.05%"
"Feb 13, 2020","98.958","98.895","99.010","98.745","12.79K","0.04%"
"Feb 12, 2020","98.922","98.665","98.925","98.580","14.97K","0.33%"
"Feb 11, 2020","98.594","98.750","98.855","98.585","14.35K","-0.12%"
"Feb 10, 2020","98.714","98.570","98.770","98.490","11.20K","0.15%"
"Feb 07, 2020","98.571","98.335","98.600","98.300","13.51K","0.19%"
"Feb 06, 2020","98.381","98.180","98.445","98.075","14.24K","0.23%"
"Feb 05, 2020","98.158","97.800","98.180","97.760","18.14K","0.36%"
"Feb 04, 2020","97.809","97.645","97.855","97.635","11.60K","0.19%"
"Feb 03, 2020","97.625","97.245","97.755","97.230","18.79K","0.42%"
"Jan 31, 2020","97.213","97.685","97.790","97.165","19.45K","-0.50%"
"Jan 30, 2020","97.706","97.860","97.910","97.620","15.51K","-0.12%"
"Jan 29, 2020","97.819","97.780","98.005","97.760","10.09K","-0.02%"
"Jan 28, 2020","97.835","97.745","97.975","97.715","10.15K","0.07%"
"Jan 27, 2020","97.767","97.640","97.800","97.590","17.92K","0.12%"
"Jan 24, 2020","97.650","97.490","97.740","97.450","16.25K","0.17%"
"Jan 23, 2020","97.484","97.305","97.590","97.185","18.07K","0.19%"
"Jan 22, 2020","97.295","97.380","97.460","97.150","12.49K","0.00%"
"Jan 21, 2020","97.294","97.385","97.420","97.150","11.01K","-0.07%"
"Jan 20, 2020","97.359","97.400","97.485","97.335","4.74K","0.00%"
"Jan 17, 2020","97.359","97.070","97.410","97.010","12.42K","0.31%"
"Jan 16, 2020","97.062","96.935","97.115","96.815","11.83K","0.11%"
"Jan 15, 2020","96.960","97.095","97.180","96.885","10.98K","-0.14%"
"Jan 14, 2020","97.094","97.090","97.305","97.045","8.81K","0.04%"
"Jan 13, 2020","97.060","97.100","97.245","97.020","8.53K","-0.02%"
"Jan 10, 2020","97.078","97.145","97.300","97.005","10.77K","-0.09%"
"Jan 09, 2020","97.162","96.985","97.275","96.955","11.37K","0.17%"
"Jan 08, 2020","96.996","96.560","97.040","96.525","13.73K","0.30%"
"Jan 07, 2020","96.702","96.370","96.795","96.310","11.61K","0.37%"
"Jan 06, 2020","96.350","96.565","96.585","96.230","10.96K","-0.18%"
"Jan 03, 2020","96.521","96.440","96.795","96.395","12.64K","-0.00%"
"Jan 02, 2020","96.525","96.140","96.560","96.100","17.44K","0.49%"
"Dec 31, 2019","96.058","96.415","96.415","96.020","11.50K","-0.36%"
"Dec 30, 2019","96.407","96.595","96.630","96.255","12.04K","-0.14%"
"Dec 27, 2019","96.546","97.145","97.160","96.535","14.11K","-0.59%"
"Dec 26, 2019","97.115","97.255","97.295","97.075","4.49K","-0.14%"
"Dec 24, 2019","97.251","97.260","97.390","97.200","4.04K","0.02%"
"Dec 23, 2019","97.235","97.295","97.405","97.170","6.53K","-0.04%"
"Dec 20, 2019","97.274","96.995","97.350","96.975","11.73K","0.33%"
"Dec 19, 2019","96.955","96.975","97.065","96.805","10.32K","-0.01%"
"Dec 18, 2019","96.963","96.790","97.045","96.780","9.89K","0.19%"
"Dec 17, 2019","96.777","96.705","96.865","96.585","13.27K","-0.19%"
"Dec 16, 2019","96.965","97.150","97.150","96.930","0.39K","-0.21%"
"Dec 13, 2019","97.171","96.835","97.230","96.715","9.00K","-0.22%"
"Dec 12, 2019","97.384","97.070","97.520","97.030","22.81K","0.34%"
"Dec 11, 2019","97.056","97.485","97.575","97.015","24.33K","-0.34%"
"Dec 10, 2019","97.385","97.620","97.630","97.370","13.49K","-0.23%"
"Dec 09, 2019","97.609","97.665","97.700","97.525","21.77K","-0.05%"
"Dec 06, 2019","97.661","97.380","97.815","97.200","26.39K","0.30%"
"Dec 05, 2019","97.371","97.535","97.555","97.310","10.06K","-0.24%"
"Dec 04, 2019","97.602","97.670","97.740","97.355","17.81K","-0.08%"
"Dec 03, 2019","97.681","97.870","97.880","97.585","12.75K","-0.11%"
"Dec 02, 2019","97.791","98.210","98.320","97.750","23.02K","-0.42%"
"Nov 29, 2019","98.202","98.265","98.495","98.155","11.82K","-0.09%"
"Nov 28, 2019","98.288","98.265","98.340","98.200","3.66K","0.00%"
"Nov 27, 2019","98.288","98.225","98.370","98.205","10.95K","0.12%"
"Nov 26, 2019","98.170","98.250","98.310","98.145","7.74K","-0.07%"
"Nov 25, 2019","98.238","98.190","98.295","98.080","8.19K","0.06%"
"Nov 22, 2019","98.176","97.860","98.215","97.700","11.32K","0.28%"
"Nov 21, 2019","97.899","97.775","97.945","97.620","15.47K","0.09%"
"Nov 20, 2019","97.814","97.730","97.930","97.730","10.12K","0.07%"
"Nov 19, 2019","97.742","97.715","97.770","97.635","7.19K","0.08%"
"Nov 18, 2019","97.663","97.870","97.870","97.550","12.90K","-0.21%"
"Nov 15, 2019","97.871","98.010","98.110","97.830","7.26K","-0.15%"
"Nov 14, 2019","98.019","98.210","98.290","97.970","9.44K","-0.21%"
"Nov 13, 2019","98.230","98.185","98.300","98.140","10.00K","0.08%"
"Nov 12, 2019","98.151","98.075","98.270","98.055","8.45K","0.12%"
"Nov 11, 2019","98.033","98.230","98.235","97.970","8.46K","-0.17%"
"Nov 08, 2019","98.201","97.995","98.245","97.945","10.51K","0.22%"
"Nov 07, 2019","97.989","97.780","98.075","97.660","16.09K","0.23%"
"Nov 06, 2019","97.764","97.760","97.805","97.600","13.05K","-0.04%"
"Nov 05, 2019","97.805","97.355","97.825","97.275","20.72K","0.45%"
"Nov 04, 2019","97.366","97.030","97.380","96.975","11.56K","0.33%"
"Nov 01, 2019","97.041","97.110","97.265","96.960","14.89K","-0.12%"
"Oct 31, 2019","97.154","97.255","97.255","97.015","17.25K","-0.29%"
"Oct 30, 2019","97.439","97.460","97.800","97.230","16.51K","-0.03%"
"Oct 29, 2019","97.469","97.525","97.700","97.380","10.43K","-0.06%"
"Oct 28, 2019","97.524","97.600","97.665","97.445","7.77K","-0.08%"
"Oct 25, 2019","97.599","97.445","97.680","97.340","9.81K","0.20%"
"Oct 24, 2019","97.405","97.215","97.555","97.055","18.18K","0.17%"
"Oct 23, 2019","97.236","97.230","97.390","97.150","10.41K","-0.02%"
"Oct 22, 2019","97.256","97.040","97.315","96.990","17.85K","0.21%"
"Oct 21, 2019","97.050","97.060","97.130","96.885","14.80K","0.04%"
"Oct 18, 2019","97.008","97.355","97.395","96.910","19.05K","-0.34%"
"Oct 17, 2019","97.335","97.740","97.845","97.220","25.72K","-0.40%"
"Oct 16, 2019","97.723","98.020","98.145","97.610","32.82K","-0.29%"
"Oct 15, 2019","98.003","98.190","98.375","97.915","28.44K","-0.17%"
"Oct 14, 2019","98.170","98.040","98.265","98.040","11.24K","0.17%"
"Oct 11, 2019","98.005","98.400","98.450","97.885","31.39K","-0.41%"
"Oct 10, 2019","98.406","98.755","98.795","98.325","18.50K","-0.41%"
"Oct 09, 2019","98.815","98.780","98.865","98.595","11.27K","-0.01%"
"Oct 08, 2019","98.822","98.665","98.955","98.540","13.92K","0.16%"
"Oct 07, 2019","98.665","98.520","98.705","98.425","9.10K","0.18%"
"Oct 04, 2019","98.488","98.560","98.690","98.340","10.91K","-0.05%"
"Oct 03, 2019","98.540","98.690","98.875","98.300","17.38K","-0.15%"
"Oct 02, 2019","98.689","98.795","99.080","98.620","13.66K","-0.09%"
"Oct 01, 2019","98.777","99.035","99.305","98.705","23.62K","-0.25%"
"Sep 30, 2019","99.021","98.770","99.115","98.710","13.81K","0.26%"
"Sep 27, 2019","98.761","98.805","98.955","98.630","10.39K","-0.00%"
"Sep 26, 2019","98.765","98.595","98.915","98.450","13.50K","0.11%"
"Sep 25, 2019","98.659","97.990","98.690","97.965","17.35K","0.75%"
"Sep 24, 2019","97.927","98.275","98.320","97.880","14.59K","-0.30%"
"Sep 23, 2019","98.221","98.145","98.455","98.070","13.35K","0.09%"
"Sep 20, 2019","98.136","97.935","98.250","97.735","13.51K","0.30%"
"Sep 19, 2019","97.847","98.150","98.210","97.775","12.90K","-0.29%"
"Sep 18, 2019","98.134","97.750","98.270","97.750","14.07K","0.32%"
"Sep 17, 2019","97.819","98.220","98.290","97.735","12.69K","-0.82%"
"Sep 16, 2019","98.627","98.100","98.500","98.055","0.32K","0.38%"
"Sep 13, 2019","98.255","98.420","98.435","98.000","8.35K","-0.05%"
"Sep 12, 2019","98.308","98.620","99.105","98.190","26.09K","-0.32%"
"Sep 11, 2019","98.628","98.305","98.730","98.280","28.56K","0.33%"
"Sep 10, 2019","98.307","98.300","98.440","98.135","14.07K","0.06%"
"Sep 09, 2019","98.248","98.390","98.475","98.105","30.45K","-0.12%"
"Sep 06, 2019","98.362","98.400","98.480","98.140","22.16K","-0.02%"
"Sep 05, 2019","98.382","98.350","98.515","98.035","16.28K","-0.01%"
"Sep 04, 2019","98.393","98.890","98.915","98.340","18.92K","-0.56%"
"Sep 03, 2019","98.949","99.010","99.330","98.865","21.30K","0.09%"
"Sep 02, 2019","98.860","98.795","99.085","98.715","8.33K","0.00%"
"Aug 30, 2019","98.860","98.355","98.970","98.345","19.95K","0.41%"
"Aug 29, 2019","98.455","98.135","98.485","98.100","19.95K","0.34%"
"Aug 28, 2019","98.120","97.940","98.180","97.920","10.40K","0.22%"
"Aug 27, 2019","97.907","97.915","97.960","97.765","9.70K","-0.08%"
"Aug 26, 2019","97.989","97.460","97.995","97.370","18.90K","0.47%"
"Aug 23, 2019","97.530","98.095","98.455","97.455","29.65K","-0.54%"
"Aug 22, 2019","98.064","98.155","98.290","97.965","13.48K","-0.12%"
"Aug 21, 2019","98.179","98.075","98.225","98.000","8.81K","0.12%"
"Aug 20, 2019","98.063","98.240","98.335","97.990","11.52K","-0.16%"
"Aug 19, 2019","98.221","98.060","98.270","98.005","9.29K","0.22%"
"Aug 16, 2019","98.007","98.005","98.205","97.965","10.74K","0.00%"
"Aug 15, 2019","98.005","97.815","98.095","97.680","17.08K","0.18%"
"Aug 14, 2019","97.826","97.610","97.895","97.500","15.21K","0.20%"
"Aug 13, 2019","97.631","97.220","97.690","97.125","27.58K","0.45%"
"Aug 12, 2019","97.198","97.370","97.550","97.130","13.13K","-0.13%"
"Aug 09, 2019","97.322","97.405","97.465","97.175","15.80K","-0.11%"
"Aug 08, 2019","97.434","97.420","97.565","97.215","16.65K","0.09%"
"Aug 07, 2019","97.345","97.370","97.535","97.115","15.77K","-0.07%"
"Aug 06, 2019","97.417","97.080","97.565","96.980","20.26K","0.11%"
"Aug 05, 2019","97.308","97.900","97.930","97.190","26.78K","-0.56%"
"Aug 02, 2019","97.852","98.190","98.225","97.815","18.15K","-0.30%"
"Aug 01, 2019","98.144","98.365","98.700","98.040","26.68K","-0.12%"
"Jul 31, 2019","98.258","97.805","98.445","97.755","27.89K","0.46%"
"Jul 30, 2019","97.809","97.840","97.960","97.765","9.35K","0.01%"
"Jul 29, 2019","97.796","97.720","97.905","97.640","9.31K","0.05%"
"Jul 26, 2019","97.751","97.535","97.835","97.505","11.84K","0.20%"
"Jul 25, 2019","97.552","97.415","97.650","97.220","24.77K","0.10%"
"Jul 24, 2019","97.452","97.435","97.570","97.260","14.32K","0.03%"
"Jul 23, 2019","97.418","97.005","97.460","96.985","22.83K","0.49%"
"Jul 22, 2019","96.940","96.785","96.985","96.785","6.90K","0.13%"
"Jul 19, 2019","96.817","96.465","96.975","96.415","21.82K","0.38%"
"Jul 18, 2019","96.449","96.855","96.930","96.320","22.35K","-0.42%"
"Jul 17, 2019","96.853","97.030","97.100","96.800","13.96K","-0.19%"
"Jul 16, 2019","97.041","96.570","97.080","96.540","21.86K","0.51%"
"Jul 15, 2019","96.545","96.450","96.595","96.375","8.59K","0.13%"
"Jul 12, 2019","96.424","96.735","96.735","96.405","10.29K","-0.25%"
"Jul 11, 2019","96.666","96.675","96.775","96.415","15.62K","-0.04%"
"Jul 10, 2019","96.703","97.155","97.165","96.640","17.93K","-0.40%"
"Jul 09, 2019","97.095","96.980","97.195","96.970","9.71K","0.11%"
"Jul 08, 2019","96.984","96.840","97.020","96.765","10.67K","0.10%"
"Jul 05, 2019","96.890","96.315","97.040","96.315","24.52K","0.58%"
"Jul 04, 2019","96.331","96.290","96.390","96.235","3.03K","0.00%"
"Jul 03, 2019","96.331","96.270","96.435","96.120","9.44K","0.06%"
"Jul 02, 2019","96.274","96.370","96.455","96.150","12.48K","-0.14%"
"Jul 01, 2019","96.409","95.775","96.425","95.775","21.29K","0.78%"
"Jun 28, 2019","95.666","95.740","95.845","95.560","14.56K","-0.08%"
"Jun 27, 2019","95.742","95.705","95.920","95.670","10.59K","0.01%"
"Jun 26, 2019","95.728","95.680","95.850","95.565","13.27K","0.08%"
"Jun 25, 2019","95.648","95.500","95.875","95.365","24.24K","0.17%"
"Jun 24, 2019","95.487","95.670","95.715","95.465","22.61K","-0.24%"
"Jun 21, 2019","95.718","96.140","96.235","95.645","30.65K","-0.44%"
"Jun 20, 2019","96.138","96.695","96.705","96.045","25.96K","-0.46%"
"Jun 19, 2019","96.582","97.165","97.205","96.515","29.41K","-0.59%"
"Jun 18, 2019","97.153","97.020","97.265","96.885","23.57K","-0.25%"
"Jun 17, 2019","97.396","97.515","97.600","97.335","2.27K","-0.18%"
"Jun 14, 2019","97.570","97.015","97.580","96.940","20.79K","0.59%"
"Jun 13, 2019","96.999","96.940","97.075","96.860","23.62K","0.03%"
"Jun 12, 2019","96.970","96.670","96.990","96.545","24.48K","0.34%"
"Jun 11, 2019","96.645","96.700","96.860","96.605","19.95K","-0.07%"
"Jun 10, 2019","96.711","96.580","96.895","96.575","24.30K","0.23%"
"Jun 07, 2019","96.490","96.965","97.130","96.405","29.82K","-0.52%"
"Jun 06, 2019","96.997","97.265","97.390","96.720","27.67K","-0.26%"
"Jun 05, 2019","97.251","97.055","97.305","96.655","25.32K","0.26%"
"Jun 04, 2019","96.999","97.135","97.275","96.900","25.60K","-0.06%"
"Jun 03, 2019","97.060","97.700","97.720","97.015","29.61K","-0.62%"
"May 31, 2019","97.666","98.085","98.085","97.630","19.07K","-0.39%"
"May 30, 2019","98.053","98.040","98.195","98.000","7.34K","0.02%"
"May 29, 2019","98.035","97.795","98.100","97.750","12.41K","0.20%"
"May 28, 2019","97.842","97.605","97.865","97.570","13.14K","0.37%"
"May 27, 2019","97.477","97.430","97.665","97.420","2.94K","0.00%"
"May 24, 2019","97.477","97.720","97.775","97.410","9.77K","-0.25%"
"May 23, 2019","97.723","97.950","98.260","97.665","19.35K","-0.16%"
"May 22, 2019","97.881","97.870","97.970","97.730","7.57K","-0.02%"
"May 21, 2019","97.896","97.790","97.975","97.635","14.85K","0.14%"
"May 20, 2019","97.764","97.845","97.875","97.720","7.31K","-0.06%"
"May 17, 2019","97.824","97.665","97.860","97.590","8.63K","0.15%"
"May 16, 2019","97.678","97.355","97.715","97.265","12.12K","0.31%"
"May 15, 2019","97.376","97.345","97.515","97.240","13.64K","0.06%"
"May 14, 2019","97.322","97.115","97.360","97.075","9.00K","0.21%"
"May 13, 2019","97.120","97.110","97.195","96.810","17.10K","-0.01%"
"May 10, 2019","97.125","97.245","97.245","96.905","14.29K","-0.04%"
"May 09, 2019","97.164","97.370","97.490","97.010","17.59K","-0.23%"
"May 08, 2019","97.388","97.345","97.440","97.180","13.54K","-0.01%"
"May 07, 2019","97.399","97.285","97.510","97.135","17.16K","0.13%"
"May 06, 2019","97.268","97.335","97.465","97.225","9.24K","0.01%"
"May 03, 2019","97.260","97.575","97.865","97.185","12.96K","-0.33%"
"May 02, 2019","97.586","97.355","97.595","97.255","14.40K","0.18%"
"May 01, 2019","97.410","97.230","97.460","96.870","18.04K","0.22%"
"Apr 30, 2019","97.201","97.575","97.625","97.170","16.35K","-0.39%"
"Apr 29, 2019","97.581","97.750","97.840","97.545","8.42K","-0.15%"
"Apr 26, 2019","97.726","97.880","98.085","97.560","14.69K","-0.20%"
"Apr 25, 2019","97.919","97.800","98.055","97.715","16.65K","0.07%"
"Apr 24, 2019","97.855","97.265","97.880","97.265","20.00K","0.55%"
"Apr 23, 2019","97.320","96.970","97.460","96.955","12.19K","0.38%"
"Apr 22, 2019","96.955","97.085","97.100","96.920","6.23K","-0.20%"
"Apr 18, 2019","97.151","96.695","97.290","96.620","16.76K","0.51%"
"Apr 17, 2019","96.658","96.730","96.785","96.460","10.50K","0.01%"
"Apr 16, 2019","96.652","96.545","96.730","96.500","14.63K","0.10%"
"Apr 15, 2019","96.556","96.580","96.580","96.405","9.89K","-0.04%"
"Apr 12, 2019","96.598","96.800","96.815","96.365","16.01K","-0.22%"
"Apr 11, 2019","96.809","96.525","96.860","96.500","10.06K","0.26%"
"Apr 10, 2019","96.558","96.600","96.840","96.405","13.60K","-0.05%"
"Apr 09, 2019","96.611","96.675","96.700","96.460","9.46K","-0.04%"
"Apr 08, 2019","96.650","97.000","97.020","96.575","12.36K","-0.36%"
"Apr 05, 2019","97.002","96.920","97.075","96.700","10.23K","0.08%"
"Apr 04, 2019","96.925","96.620","96.945","96.605","16.28K","0.27%"
"Apr 03, 2019","96.662","96.885","96.890","96.525","12.58K","-0.27%"
"Apr 02, 2019","96.923","96.895","97.095","96.825","14.00K","0.13%"
"Apr 01, 2019","96.799","96.795","96.870","96.580","14.05K","-0.05%"
"Mar 29, 2019","96.845","96.765","96.910","96.565","15.90K","0.08%"
"Mar 28, 2019","96.764","96.485","96.855","96.360","20.79K","0.50%"
"Mar 27, 2019","96.283","96.250","96.490","96.190","11.34K","0.06%"
"Mar 26, 2019","96.225","95.990","96.335","95.940","10.86K","0.16%"
"Mar 25, 2019","96.068","96.145","96.190","95.895","11.69K","-0.09%"
"Mar 22, 2019","96.151","95.840","96.290","95.695","20.72K","0.17%"
"Mar 21, 2019","95.987","95.380","96.125","95.295","28.79K","0.83%"
"Mar 20, 2019","95.201","95.840","96.030","95.170","25.78K","-0.66%"
"Mar 19, 2019","95.831","95.970","95.975","95.730","9.63K","-0.71%"
"Mar 18, 2019","96.516","96.540","96.540","96.390","0.03K","-0.08%"
"Mar 15, 2019","96.590","96.720","96.775","96.475","6.94K","-0.18%"
"Mar 14, 2019","96.769","96.480","96.805","96.475","17.75K","0.27%"
"Mar 13, 2019","96.512","96.975","96.985","96.345","31.34K","-0.40%"
"Mar 12, 2019","96.899","97.000","97.245","96.800","26.30K","-0.28%"
"Mar 11, 2019","97.174","97.350","97.410","97.115","17.09K","-0.10%"
"Mar 08, 2019","97.269","97.550","97.595","97.180","25.41K","-0.37%"
"Mar 07, 2019","97.628","96.785","97.665","96.765","27.95K","0.86%"
"Mar 06, 2019","96.799","96.830","96.940","96.705","14.73K","0.00%"
"Mar 05, 2019","96.795","96.615","96.950","96.585","14.58K","0.19%"
"Mar 04, 2019","96.610","96.295","96.745","96.255","16.21K","0.17%"
"Mar 01, 2019","96.450","96.165","96.475","95.960","30.25K","0.42%"
"Feb 28, 2019","96.043","96.005","96.195","95.715","22.31K","0.01%"
"Feb 27, 2019","96.038","95.915","96.070","95.755","14.21K","0.18%"
"Feb 26, 2019","95.865","96.255","96.345","95.810","19.18K","-0.42%"
"Feb 25, 2019","96.271","96.380","96.470","96.180","13.01K","-0.10%"
"Feb 22, 2019","96.367","96.465","96.650","96.280","13.03K","-0.10%"
"Feb 21, 2019","96.463","96.355","96.540","96.210","18.04K","0.18%"
"Feb 20, 2019","96.294","96.335","96.495","96.120","19.01K","-0.06%"
"Feb 19, 2019","96.349","96.665","96.930","96.250","21.43K","-0.40%"
"Feb 18, 2019","96.740","96.770","96.770","96.485","6.77K","0.00%"
"Feb 15, 2019","96.740","96.870","97.230","96.660","18.43K","-0.07%"
"Feb 14, 2019","96.805","97.000","97.120","96.770","24.00K","-0.14%"
"Feb 13, 2019","96.938","96.530","96.995","96.440","18.22K","0.45%"
"Feb 12, 2019","96.503","96.870","97.000","96.445","18.52K","-0.37%"
"Feb 11, 2019","96.857","96.430","96.915","96.410","17.68K","0.46%"
"Feb 08, 2019","96.416","96.335","96.490","96.235","12.45K","0.13%"
"Feb 07, 2019","96.289","96.155","96.455","96.155","15.63K","0.14%"
"Feb 06, 2019","96.152","95.820","96.185","95.785","13.76K","0.35%"
"Feb 05, 2019","95.817","95.585","95.865","95.540","18.45K","0.26%"
"Feb 04, 2019","95.570","95.310","95.655","95.305","11.86K","0.28%"
"Feb 01, 2019","95.300","95.290","95.400","95.110","15.82K","-0.00%"
"Jan 31, 2019","95.304","95.075","95.345","94.875","23.62K","0.29%"
"Jan 30, 2019","95.031","95.485","95.690","94.945","22.68K","-0.51%"
"Jan 29, 2019","95.516","95.435","95.560","95.305","14.84K","0.10%"
"Jan 28, 2019","95.424","95.450","95.595","95.315","11.82K","-0.04%"
"Jan 25, 2019","95.465","96.200","96.235","95.400","30.60K","-0.86%"
"Jan 24, 2019","96.297","95.740","96.375","95.715","33.92K","0.55%"
"Jan 23, 2019","95.772","95.960","96.045","95.705","15.63K","-0.19%"
"Jan 22, 2019","95.959","96.005","96.150","95.870","10.68K","-0.04%"
"Jan 21, 2019","95.993","96.000","96.100","95.860","4.88K","0.00%"
"Jan 18, 2019","95.993","95.720","96.050","95.665","15.84K","0.29%"
"Jan 17, 2019","95.713","95.710","95.925","95.625","17.60K","0.04%"
"Jan 16, 2019","95.677","95.550","95.795","95.480","14.45K","0.00%"
"Jan 15, 2019","95.675","95.155","95.895","95.070","28.67K","0.49%"
"Jan 14, 2019","95.207","95.225","95.325","95.080","16.31K","-0.06%"
"Jan 11, 2019","95.266","95.070","95.365","94.780","21.03K","0.15%"
"Jan 10, 2019","95.120","94.730","95.215","94.635","22.32K","0.35%"
"Jan 09, 2019","94.790","95.395","95.515","94.635","29.00K","-0.72%"
"Jan 08, 2019","95.479","95.285","95.615","95.280","17.14K","0.26%"
"Jan 07, 2019","95.228","95.705","95.730","95.195","23.36K","-0.55%"
"Jan 04, 2019","95.750","95.795","96.200","95.615","29.01K","-0.13%"
"Jan 03, 2019","95.878","96.350","96.370","95.775","31.52K","-0.57%"
"Jan 02, 2019","96.423","95.690","96.560","95.375","32.14K","0.72%"
"Dec 31, 2018","95.735","95.965","96.070","95.585","16.65K","-0.24%"
"Dec 28, 2018","95.965","96.020","96.050","95.740","14.17K","-0.04%"
"Dec 27, 2018","96.001","96.460","96.495","95.935","20.52K","-0.59%"
"Dec 26, 2018","96.568","96.100","96.650","96.020","15.66K","0.58%"
"Dec 24, 2018","96.007","96.440","96.440","95.870","13.93K","-0.46%"
"Dec 21, 2018","96.455","95.875","96.560","95.730","20.13K","0.76%"
"Dec 20, 2018","95.728","96.455","96.515","95.630","31.35K","-0.78%"
"Dec 19, 2018","96.484","96.390","96.565","95.995","20.14K","-0.09%"
"Dec 18, 2018","96.570","96.605","96.645","96.155","13.57K","-0.62%"
"Dec 17, 2018","97.175","97.425","97.470","97.130","0.36K","-0.26%"
"Dec 14, 2018","97.430","97.090","97.705","97.090","11.26K","0.39%"
"Dec 13, 2018","97.056","97.075","97.290","96.860","23.06K","0.04%"
"Dec 12, 2018","97.018","97.360","97.470","96.855","36.09K","-0.35%"
"Dec 11, 2018","97.358","97.140","97.520","96.830","29.72K","0.18%"
"Dec 10, 2018","97.183","96.700","97.210","96.325","37.93K","0.73%"
"Dec 07, 2018","96.476","96.755","96.890","96.465","20.04K","-0.30%"
"Dec 06, 2018","96.764","96.940","97.175","96.495","23.22K","-0.25%"
"Dec 05, 2018","97.010","96.940","97.155","96.755","12.13K","0.11%"
"Dec 04, 2018","96.902","96.890","97.070","96.300","25.71K","-0.07%"
"Dec 03, 2018","96.969","97.055","97.085","96.640","15.84K","-0.23%"
"Nov 30, 2018","97.196","96.705","97.240","96.635","17.87K","0.51%"
"Nov 29, 2018","96.699","96.780","96.930","96.545","19.21K","0.02%"
"Nov 28, 2018","96.681","97.310","97.455","96.580","29.53K","-0.62%"
"Nov 27, 2018","97.280","96.930","97.410","96.880","19.33K","0.31%"
"Nov 26, 2018","96.979","96.805","97.005","96.560","11.23K","0.16%"
"Nov 23, 2018","96.825","96.400","96.865","96.295","13.66K","0.25%"
"Nov 22, 2018","96.585","96.595","96.615","96.205","10.40K","0.00%"
"Nov 21, 2018","96.585","96.725","96.755","96.360","23.45K","-0.14%"
"Nov 20, 2018","96.716","96.095","96.770","95.930","19.07K","0.68%"
"Nov 19, 2018","96.066","96.275","96.435","95.985","15.66K","-0.28%"
"Nov 16, 2018","96.333","96.890","96.920","96.260","23.83K","-0.47%"
"Nov 15, 2018","96.791","96.830","97.245","96.625","36.08K","0.14%"
"Nov 14, 2018","96.659","96.910","97.260","96.585","37.71K","-0.50%"
"Nov 13, 2018","97.144","97.430","97.505","96.910","24.03K","-0.24%"
"Nov 12, 2018","97.382","96.875","97.530","96.800","21.08K","0.67%"
"Nov 09, 2018","96.734","96.475","96.850","96.455","16.03K","0.19%"
"Nov 08, 2018","96.550","95.995","96.580","95.895","17.93K","0.78%"
"Nov 07, 2018","95.807","95.765","96.285","95.485","34.01K","-0.32%"
"Nov 06, 2018","96.117","96.115","96.255","95.950","14.08K","0.04%"
"Nov 05, 2018","96.083","96.275","96.510","96.045","16.87K","-0.27%"
"Nov 02, 2018","96.343","96.130","96.405","95.795","31.27K","0.27%"
"Nov 01, 2018","96.081","96.885","96.910","96.000","29.79K","-0.85%"
"Oct 31, 2018","96.901","96.780","96.980","96.655","22.88K","0.11%"
"Oct 30, 2018","96.791","96.440","96.805","96.395","16.49K","0.46%"
"Oct 29, 2018","96.350","96.225","96.475","96.115","24.38K","0.23%"
"Oct 26, 2018","96.128","96.350","96.620","96.050","28.67K","-0.34%"
"Oct 25, 2018","96.455","96.120","96.500","95.975","28.29K","0.28%"
"Oct 24, 2018","96.182","95.710","96.305","95.665","28.40K","0.49%"
"Oct 23, 2018","95.713","95.775","95.920","95.545","22.79K","-0.04%"
"Oct 22, 2018","95.749","95.385","95.840","95.205","16.46K","0.32%"
"Oct 19, 2018","95.443","95.695","95.830","95.275","26.37K","-0.20%"
"Oct 18, 2018","95.638","95.365","95.735","95.210","23.26K","0.36%"
"Oct 17, 2018","95.297","94.795","95.375","94.770","24.83K","0.58%"
"Oct 16, 2018","94.748","94.765","94.900","94.470","15.73K","-0.01%"
"Oct 15, 2018","94.754","95.005","95.060","94.635","13.75K","-0.17%"
"Oct 12, 2018","94.911","94.715","95.055","94.640","16.37K","0.22%"
"Oct 11, 2018","94.706","95.120","95.125","94.665","29.20K","-0.49%"
"Oct 10, 2018","95.177","95.305","95.470","95.050","20.04K","-0.18%"
"Oct 09, 2018","95.346","95.425","95.840","95.310","21.73K","-0.09%"
"Oct 08, 2018","95.436","95.300","95.705","95.260","12.18K","0.14%"
"Oct 05, 2018","95.305","95.410","95.625","95.175","23.06K","-0.11%"
"Oct 04, 2018","95.412","95.715","95.780","95.190","25.23K","0.01%"
"Oct 03, 2018","95.406","95.115","95.745","94.885","21.51K","0.28%"
"Oct 02, 2018","95.140","94.920","95.390","94.895","26.49K","0.22%"
"Oct 01, 2018","94.929","94.710","95.000","94.605","14.86K","0.20%"
"Sep 28, 2018","94.737","94.630","94.985","94.550","23.14K","0.23%"
"Sep 27, 2018","94.524","93.890","94.620","93.810","27.05K","0.80%"
"Sep 26, 2018","93.773","93.760","94.000","93.520","21.09K","0.07%"
"Sep 25, 2018","93.711","93.820","93.960","93.590","14.78K","-0.07%"
"Sep 24, 2018","93.775","93.795","93.950","93.415","16.81K","-0.02%"
"Sep 21, 2018","93.798","93.490","93.930","93.395","23.21K","0.33%"
