Date,Open,High,Low,Close,Adj Close,Volume
2000-01-01,96.187500,97.625000,79.750000,89.687500,77.785660,583431800
2000-02-01,89.531250,107.500000,88.437500,106.750000,92.583900,575169800
2000-03-01,107.250000,120.500000,101.000000,109.500000,94.968971,721106900
2000-04-01,107.765625,109.125000,78.000000,94.750000,82.176331,678411400
2000-05-01,95.750000,96.875000,72.250000,83.125000,72.094032,563189300
2000-06-01,85.187500,99.718750,82.500000,93.437500,81.038002,469516700
2000-07-01,93.500000,102.062500,85.718750,89.437500,77.568840,381758100
2000-08-01,89.812500,102.000000,83.312500,101.625000,88.139015,378312400
2000-09-01,103.000000,103.515625,87.000000,88.750000,76.972542,510706700
2000-10-01,90.250000,90.250000,73.625000,81.703125,70.860825,904925400
2000-11-01,80.312500,84.125000,60.500000,62.984375,54.626133,936207600
2000-12-01,64.062500,74.781250,54.250000,58.375000,50.628433,1087788500
2001-01-01,58.562500,69.125000,52.156250,64.300003,55.767155,1197806700
2001-02-01,64.550003,65.610001,46.860001,47.450001,41.153202,1215871200
2001-03-01,46.970001,50.660000,38.000000,39.150002,33.954659,1724918800
2001-04-01,39.169998,49.439999,33.599998,46.150002,40.025734,1643682200
2001-05-01,46.200001,51.950001,43.349998,44.730000,38.794167,1394690300
2001-06-01,45.540001,49.490002,41.259998,45.700001,39.635452,1363050300
2001-07-01,45.650002,46.480000,39.310001,41.759998,36.218304,1198392500
2001-08-01,42.630001,44.000000,35.750000,36.630001,31.769056,1313411700
2001-09-01,36.509998,37.500000,27.200001,28.980000,25.134249,1302116200
2001-10-01,28.850000,37.060001,27.850000,33.900002,29.401344,2160146800
2001-11-01,34.439999,40.970001,33.779999,39.650002,34.388313,1721098400
2001-12-01,39.290001,43.240002,38.439999,38.910000,33.746513,1277765400
2002-01-01,39.570000,42.599998,36.849998,38.509998,33.399590,1579424600
2002-02-01,38.400002,38.880001,33.090000,33.779999,29.297262,1597517000
2002-03-01,34.150002,39.189999,34.090000,36.060001,31.274698,1551664300
2002-04-01,35.799999,36.900002,30.559999,31.730000,27.519318,1758315600
2002-05-01,31.670000,33.630001,28.420000,30.040001,26.053587,2095742700
2002-06-01,30.000000,30.250000,24.389999,26.100000,22.636436,2262935100
2002-07-01,25.969999,26.549999,21.639999,23.850000,20.685020,2668049100
2002-08-01,23.740000,26.209999,21.299999,23.490000,20.372793,2043810200
2002-09-01,23.059999,24.350000,20.490000,20.719999,17.970375,1669047400
2002-10-01,20.910000,25.040001,19.760000,24.549999,21.292126,2129150100
2002-11-01,24.370001,28.290001,24.139999,27.719999,24.041456,1669954700
2002-12-01,28.420000,28.790001,24.280001,24.370001,21.136017,1397055800
2003-01-01,24.719999,27.469999,24.010000,24.440001,21.196726,1513988000
2003-02-01,24.520000,25.370001,23.320000,25.160000,21.821171,1276622500
2003-03-01,25.270000,27.379999,23.540001,25.250000,21.899237,1670716200
2003-04-01,25.440001,28.059999,25.250000,27.450001,23.807291,1411620800
2003-05-01,27.440001,29.870001,27.190001,29.790001,25.836761,1525708300
2003-06-01,30.080000,31.469999,29.309999,29.950001,25.975521,1799755700
