Date,Open,High,Low,Close,Adj Close,Volume
2000-01-01,31.000000,32.937500,29.156250,30.109375,21.855001,1869900
2000-02-01,30.218750,31.812500,27.000000,28.140625,20.425968,1110800
2000-03-01,28.265625,31.359375,27.218750,30.671875,22.263296,2289900
2000-04-01,30.921875,31.125000,27.140625,30.312500,22.002438,253600
2000-05-01,30.406250,30.562500,27.968750,29.500000,21.412678,511400
2000-06-01,29.562500,30.500000,28.906250,29.562500,21.458044,1862700
2000-07-01,29.250000,30.437500,28.625000,29.125000,21.140482,523000
2000-08-01,29.031250,30.656250,29.031250,30.156250,21.889015,354500
2000-09-01,30.031250,30.281250,28.000000,29.062500,21.095119,2885000
2000-10-01,29.250000,30.468750,25.187500,29.500000,21.412678,294700
2000-11-01,29.546875,30.375000,26.375000,26.812500,19.461941,331100
2000-12-01,26.875000,28.812500,25.968750,27.250000,19.779510,397700
2001-01-01,27.000000,30.250000,26.140625,29.219999,21.213270,1071600
2001-02-01,29.500000,29.850000,27.790001,28.660000,20.806713,936100
2001-03-01,28.530001,28.840000,24.549999,26.820000,19.470913,419800
2001-04-01,26.950001,29.260000,25.700001,28.799999,20.912167,8234700
2001-05-01,28.889999,30.809999,28.330000,29.900000,21.710907,397900
2001-06-01,29.799999,30.180000,28.450001,29.549999,21.456755,366300
2001-07-01,29.549999,29.860001,27.889999,28.959999,21.037058,258400
2001-08-01,28.850000,29.299999,27.160000,27.490000,19.969217,590800
2001-09-01,27.450001,28.010000,21.000000,23.500000,17.070816,2230800
2001-10-01,23.500000,24.850000,23.059999,23.620001,17.165035,592600
2001-11-01,23.469999,26.799999,23.469999,26.360001,19.156239,1248100
2001-12-01,26.200001,28.030001,26.139999,26.950001,19.585011,939200
2002-01-01,27.200001,28.100000,25.850000,26.750000,19.474112,2801500
2002-02-01,27.049999,28.200001,26.049999,27.980000,20.369553,843000
2002-03-01,28.049999,30.100000,27.910000,29.590000,21.541634,1213900
2002-04-01,29.100000,30.510000,28.700001,29.410000,21.420179,2263800
2002-05-01,29.500000,30.500000,29.000000,29.820000,21.718786,1439900
2002-06-01,29.950001,29.969999,26.549999,27.680000,20.160158,2091600
2002-07-01,27.500000,27.500000,21.650000,26.879999,19.582415,1568000
2002-08-01,26.700001,28.620001,24.809999,27.139999,19.771837,1350200
2002-09-01,26.799999,27.549999,25.000000,25.379999,18.489645,1839700
2002-10-01,25.660000,28.139999,25.000000,26.860001,19.628651,5216700
2002-11-01,26.600000,28.219999,26.600000,27.690001,20.235189,2369800
2002-12-01,27.850000,27.850000,25.799999,26.549999,19.402117,1749800
2003-01-01,26.750000,27.900000,25.520000,26.459999,19.408718,2795100
2003-02-01,26.549999,26.629999,24.660000,25.870001,18.975943,1641900
2003-03-01,26.000000,27.420000,24.879999,26.719999,19.599428,2838200
2003-04-01,26.879999,28.040001,26.350000,27.600000,20.299612,2643500
2003-05-01,27.680000,28.820000,27.040001,28.170000,20.718847,2523700
